n°,titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
92,Coronavirus Tech Handbook,,SANTE,,DIY,GEL,ENTREPRISE,Entreprise,https://coronavirustechhandbook.com/home,,,,,,,,,,UK,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Entraide,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
93,,Liste d'entreprises qui ont ou souhaitent mettre à disposition services ou machines face au Covid19,SANTE,,DIY,VALVE,NR,Communauté,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit#gid=0,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Entraide,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
94,Stelia Aerospace,Don de 22000 masques (chiffres groupe STELIA entier) aux ARS des régions concernés,HELP,,APP,,ENTREPRISE,Entreprise,https://www.linkedin.com/posts/stelia-aerospace_la-pand%C3%A9mie-de-covid-19-repr%C3%A9sente-lun-des-activity-6647078347073437697-fhEo,,,,,,,,,Rochefort,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
95,Stelia Aerospace,Don de 22000 masques (chiffres groupe STELIA entier) aux ARS des régions concernés,SANTE,,DIY,GEL,NR,Entreprise,https://www.linkedin.com/posts/stelia-aerospace_la-pand%C3%A9mie-de-covid-19-repr%C3%A9sente-lun-des-activity-6647078347073437697-fhEo,,,,,,,,,Méaulte,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
96,Stelia Aerospace,Don de 22000 masques (chiffres groupe STELIA entier) aux ARS des régions concernés,SANTE,,DIY,MASQUE,NR,Entreprise,https://www.linkedin.com/posts/stelia-aerospace_la-pand%C3%A9mie-de-covid-19-repr%C3%A9sente-lun-des-activity-6647078347073437697-fhEo,,,,,,,,,Saint-Nazaire,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
97,KS GROUP,"Bonjour à toutes et tous 
Une production de 30000 masques commence ce jour en Alsace grâce au pôle textile  à la CCI  à la DGA et l’ARS.
Ils ont besoin de 6 personnes compétentes capables de confectionner sur les machines / piqueuses de l’atelier de confection de l’école d’ingénieur l’ENSISA. Atelier de 14 postes. Ils ont 8 personnes prétées et mise à disposition par une entreprise. Il leur manque 6 personnes de plus pour confectionner dès mardi prochain. Si vous avez la compétence ou avez dans votre entourage une personne compétente faites suivre sans modération.
Merci de contacter Noémie Cahen à l’adresse mail suivante : ncahen@ksgroupe.fr
",INFOS,,APP,,NR,Entreprise,https://www.linkedin.com/posts/activity-6647150437722046464-NBrS,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,Masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
98,CovBot,"Appel au 09 71 18 05 38
Dans un environnement qui évolue toutes les heures et où la circulation de la bonne information est primordiale  la startup Kwalys  spécialisée dans l'édition et la mise en place de solutions conversationnelles et de Bots  a pris l'initiative de concevoir un Bot capable de répondre aux questions liées au COVID-19  que les français se posent  et de le mettre à disposition d’une manière libre et gratuite à tout le monde : grand public  hôpitaux  entreprises  institutions publiques. Kwalys propose à l’Etat et à l’ensemble des acteurs plus qu’une solution-outil: c’est tout une approche de Solidarité  de contribution et de co-construction. La startup a mis en place une initiative  conjointe au robot gratuit  qui consiste à créer un circuit solidaire afin d’aider la société et les entreprises dans ces premières semaines difficiles de ralentissement de l’activité en mettant tout le monde à contribution: particuliers et professionnels.",INFOS,,APP,,NR,Entreprise,"https://www.kwalys.com/coronavirus
09 71 18 05 38
https://www.youtube.com/watch?v=63vDK61bHjg",,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,Information,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
99,Les Petits Masques Solidaires,"Face à la pénurie de masques FFP2 il faut trouver des alternatives  même si leurs fonctions ne sont pas à 100% les mêmes.

Beaucoup de masques en tissus se confectionnent de toute part mais la grande question est:
COMMENT ON LES DISTRIBUE ???? A QUI ????
L’idée c’est que tous ces masques soient déposés dans votre pharmacie de quartier pour éviter les déplacements.
Ensuite les personnes sur le FRONT pourront venir en chercher pour se protéger durant leur activité professionnelle.
LE FRONT c’est tous ceux qui travaillent pour assurer notre confort: caissières  livreurs  facteurs  boulangers  agents de sécurité… mais aussi ceux qui n’ont rien et ont besoin d’une ALTERNATIVE: pompiers  ambulanciers  infirmiers  SOLDATS BLANCS  aide à domicile  etc….",SANTE,,DIY,MASQUE,ENTREPRISE,Makers,https://www.facebook.com/groups/554462761865805/,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
100,L'Oreal,Parmi les engagements pris  on note l'intensification de la production de gel hydro-alcoolique à travers différentes de ses marques. La Roche-Posay sera notamment en charge de l'équipement de l'ensemble de ses hôpitaux  EHPAD et principales pharmacies partenaires en Europe  tandis que Garnier distribuera à titre gratuit plusieurs millions d'unités de gel à l'ensemble de ses clients européens de la distribution alimentaire. la Fondation L'Oréal annonce un don d'un million d'euros  de kits d'hygiène  et de gel hydro-alcoolique  à destination de ses associations partenaires qui oeuvrent pour la lutte contre la précarité. Des produits indispensables qui seront destinés aux travailleurs sociaux  aux bénévoles  et aux bénéficiaires. Le groupe va également geler l'ensemble des créances de leurs distributeurs TPME et règlera comptant auprès de ses fournisseurs les plus fragiles.,HELP,,NR,,NR,Entreprise,"https://www.loreal.fr/
https://mediaroom.loreal.com/wp-content/uploads/2020/03/CP_LOreal-plan-europeen-solidarite-Coronavirus.pdf",,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_14.png?raw=true,Gel Hydroalcoolique,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
101,,A Milan un fablab imprime 150 valves en 3D.,SANTE,,NR,,ENTREPRISE,Communauté makers,https://www.3dnatives.com/impression-3d-covid-19-16032020/amp/?__twitter_impression=true&es_sh=be2922207324df6c6f25bbc6b253e3b3&es_ad=79739,,,,,,,,,Milan,Italie,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_14.png?raw=true,Valves,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
102,Lifen Covid,Lifen Covid : la solution automatisée de suivi à distance des patients porteurs du COVID-19,SANTE,,NR,,NR,Entreprise,https://covid19.lifen.fr/,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_14.png?raw=true,Logiciel de suivi des patients,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
103,,Test de recettes pour fabriquer des gels hydroalcooliques maison.,HELP,,GROUPE,,NR,Communauté makers,https://forum.electrolab.fr/viewtopic.php?f=25&t=1865#p11148,,,,,,,,,,France,,Gel Hydroalcoolique,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
104,Open Source Ventilators,Welcome to Open Source Ventilator (OSV) Ireland. This project was initiated by the COVID-19 global pandemic as a result of a community discussion within a Facebook group called Open Source COVID-19 Medical Supplies (OSCMS). This group rapidly grew and currently is targeting the development of a number of different COVID-19 related medical supplies.,EDUCATION,,COURS,,NR,Communauté makers,https://opensourceventilator.ie/,,,,,,,,,,Irlande,,Ventilateurs,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
105,ConsignesPatients,"Fournir à toutes les personnes qui appellent le 15 des consignes (qui évoluent dans le temps) afin de faire gagner du temps aux médecins qui répondent aux appels.
Initié suite à une demande du SAMU 67",NR,,NR,,NR,Communauté hackers,https://hackcovid.sparkboard.com/project/5e724e0cd077e8002606d57e,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_14.png?raw=true,Application,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
106,InstantVisio,"fournir un outil de visio ultra-simplifié pour permettre aux infirmières des personnes fragiles (seniors sans smartphones notamment) d’organiser un échange visio avec la famille / les amis.
Il ne s’agit pas d’un outil de téléconsultation. Le système est sans inscription / login / recherche de contact etc : on renseigne un numéro de tel et/ou le mail qu’on veut joindre et la visio est initiée  l’invitation envoyée au contact.",SANTE,,DIY,MASQUE,ENTREPRISE,Communauté hackers,https://hackcovid.sparkboard.com/project/5e72183ed077e8002606d500,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Application,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
107,Special Issue on Open-Source COVID19 Medical Hardware,"We are specifically looking for hardware that: 1) can be digitally manufactured using accessible low-cost fabrication tools like 3-D printers and 2) those that can be readily constructed from widely accessible materials and simple tools (e.g. DIY hardware store sourced).

Examples include: Ventilator Machines  Negative Pressure Rooms (Airborne Infection Isolation Rooms - AIIR)  Oxygen Concentrators  Pulse Oximeters  Flow-Splitter for Oxygen Supplies  Flowmeters  Nasal Prongs / Nasal Cannulae  Flexible Nasal Catheters  Oxygen Masks  Non-Contact Thermometers  N95 Respirators  and Powered Air Purifying Respirators.",SANTE,,NR,,NR,Entreprise,https://www.journals.elsevier.com/hardwarex/call-for-papers/special-issue-on-open-source-covid19-medical-hardware,,,,,,,,,,International,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_14.png?raw=true,Matériel médical,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
108,Réserve Civique,Cet espace d’engagement est ouvert à tous. Que l’on soit bénévole dans l’âme  habitué depuis toujours des missions associatives. Ou que l’on ait à cœur  pour la première fois  de donner un peu de temps et d’énergie. Parce que cette guerre sanitaire est sans précédent  parce qu’elle nous concerne toutes et tous et parce que nous voulons la gagner. Ensemble.,SANTE,,DIY,MASQUE,NR,Institution,https://covid19.reserve-civique.gouv.fr/,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Entraide,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
109,Covid19 - PROD - Liste de fabricants impression 3D,Enregistrez vous dans la base de donénes pour proposer gratuitement vos #impression3D à destination des équipes luttant contre le #covid19,SANTE,,DIY,MASQUE,NR,Entreprise,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Matériel médical,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
110,Les masques en Nord,« Des Masques en Nord » est une initiatives d’acteurs du Nord qui souhaitent  sous le contrôle du CHU de Lille  faire leur part en mettant en place une solution co-construite de fabrication et de distribution de masques tissus  lavables et réutilisables.,SANTE,,DIY,MASQUE,NR,Communauté,http://des-masques-en-nord.fr/,,,,,,,,,Lille,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Matériel médical,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
111,Hack la Crise,Vous souhaitez vous investir dans le contexte de l'épidémie de covid-19,SANTE,,DIY,MASQUE,NR,Communauté,https://www.hacklacrise.fr/,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Entraide,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
112,FunMOOC,"Dans le contexte épidémiologique actuel et l’afflux important de patients présentant une atteinte respiratoire grave liée au SARS-CoV-2 (COVID-19)  il est nécessaire de disposer d’outils de formation accélérée à la prise en charge de la défaillance respiratoire chez ces patients afin de rendre opérationnel un maximum de professionnels de santé.
C’est tout l’objet de ce cours qui se présente sous forme d’un « mini MOOC » qui nécessite 2 heures d’investissement au maximum.",SANTE,,DIY,MASQUE,ENTREPRISE,Université,https://www.fun-mooc.fr/courses/course-v1:UPEC+169003+cv_01/about,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Formation,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
113,,"[Infographie dessinée] Parfois  le jeune public (et pas que...) ne se sent pas assez concerné par les ""problèmes d'adultes""  un sentiment d'invincibilité ou d'insouciance. Si ce sketchnote peut aider à la prise de conscience  ce sera déjà pas mal ! Merci à Ludovic Morand et à la Police Nationale 91 pour leur sollicitation et leur message de prévention et à tous les services de secours et hospitaliers qui œuvrent quotidiennement pour le bien de nous tous.",SANTE,,DIY,MASQUE,NR,Particulier,https://www.linkedin.com/posts/activity-6646086435529125888-yVzc,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Infographie,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
114,EASY COVID 19,Emergency mask for hospital ventilators,HELP,,NR,,NR,Entreprise,"
 https://www.isinnova.it/easy-covid19-eng/",,,,,,,,,,Italie,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_14.png?raw=true,Masque pour ventilateur,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
115,Lavage de main,Pédagogie pour tous. Comment bien se laver les mains !,SANTE,,DIY,MASQUE,NR,Particulier,https://www.linkedin.com/posts/ajjames_great-illustration-ugcPost-6647304408520552448-yesY,,,,,,,,,,International,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Lavage de main,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
116,,"Bonjour à tous. 
Pour occuper mon confinement : j’ai réalisé avec Fabien Auguste-Robert  une visière de protection sur la base du modèle 3D fourni par Prusa Research s.r.o. 
Pour la partie transparente j’ai utilisé une bouteille de Schweppes !
Pour en faire d’autres et les distribuer gratuitement il me faudrait d’autres bouteilles vides (lisses) ou des feuilles de plastique transparent (couverture cahiers...) (0 3mm épaisseur) et des bandes élastiques pour le tour de tête. 
Si des établissements de santé (en priorité)  médecins  infirmières  caissiers  forces de l’ordre... en ont besoin autours de Caen  faites moi signe. 
A bientôt. ",SANTE,,DIY,MASQUE,NR,Particulier,https://www.linkedin.com/posts/tguettier_covid19-activity-6647449558437646336-z0EA,,,,,,,,,Caen,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Masque,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
117,,"Fichier recensement besoin protection hospitalier 
issu du post : https://www.linkedin.com/posts/aurelien-fussel-additive-manuf_pour-que-les-r%C3%A9seaux-se-croisent-et-que-linformation-activity-6647461153851101184-lxtw",SANTE,,DIY,GEL,ENTREPRISE,Particulier,https://docs.google.com/spreadsheets/d/1j-eWgCuKsKUzVIuNEgweclDNtyBuU95dyekV9WIkWRw/edit#gid=0,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Masque / Protection,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
118,#fabrikmasks,,SANTE,,DIY,NR,ENTREPRISE,Communauté d'innovateurs,https://hackcovid.sparkboard.com/project/5e71179ad077e8002606d44f,,,,,,,,,Strasbourg & France,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Masque,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
119,#boucliersfablab,Optimiser la production et la distribution de boucliers médicaux notamment grâce à l'impression 3D,SANTE,,DIY,MASQUE,ENTREPRISE,Communauté d'innovateurs,https://hackcovid.sparkboard.com/project/5e71179ad077e8002606d44f,,,,,,,,,Strasbourg & France,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Masque,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
120,PARIS-SACLAY HARDWARE ACCELERATOR,"Départ ce lundi matin de 6 visières faciales à destination du CHU de Caen pour validation. Merci à Alain MOINAT et Simon BERNARD du PARIS-SACLAY HARDWARE ACCELERATOR d'avoir répondu présent pour la fabrication. Merci également à Didier MOINEREAU pour avoir fourni les plexis et à l'ensemble de la communauté qui s'est montré réactive. Impression 3D des composants à partir d'une machine HP 3D Printing MJF. 
>> Prochaine étape : Validation en conditions réelles de la visière avant de lancer une production à plus grande échelle pour le CHU de Caen et d'autres CHU en France. Si vous avez en stock des visières en PETG/Plexi ou des élastiques (cf photos) merci de me contacter !",SANTE,,DIY,GEL,ENTREPRISE,Entreprise,https://www.linkedin.com/posts/alexandre-martel-12b81b16_fightcovid19-impression3d-activity-6647532795751120896-6Yf8,,,,,,,,,Saclay,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Masque,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
121,OpensourceCOVID19,Liste des masques open source - données Challenge OpenSourceCOVID19 / En cours de recherche du meilleur modèle,SANTE,,DIY,MASQUE,ENTREPRISE,Communauté,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=0,,,,,,,,,,International,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Masque,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
122,Les voisins solidaires,"🤝COVID-19 : proposez de l'aide à vos voisin.e.s avec l'affiche ""Les voisins solidaires"".

👉Téléchargez l'affiche ici
👉Imprimez et remplissez-la
👉Accrochez-la dans le hall  l'ascenseur  la cour... de votre lieu d'habitation",SANTE,,DIY,RESPIRATEUR,NR,Institution,https://www.facebook.com/lafabriquedelasolidarite/,,,,,,,,,Paris,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Entraide,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
123,masques pour tous,comment fabriquer ses masques opensource impression 3D and other videos,SANTE,,DIY,MASQUE,ENTREPRISE,Communauté,https://www.facebook.com/groups/204408010656282/209065563523860/?comment_id=209087126855037&reply_comment_id=209090943521322&notif_id=1584976402477522&notif_t=group_comment_mention,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Masque,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
124,,Appel aux dons de masques aux hopitaux,INFOS,,NUMERIQUE,,NR,Institution,https://www.linkedin.com/feed/update/urn:li:activity:6647780270802116608/,,,,,,,,,,France,,Masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
125,Parfums Berdoues,Production de 1000kg/jour de gel pour le  CHU de Toulouse ainsi qu'aux cliniques et hôpitaux de la région. 1ere livraison le 23/03,NR,,NR,,NR,Entreprise,https://www.ladepeche.fr/2020/03/23/covid-19-les-parfums-berdoues-fabriquent-une-tonne-de-gel-hydroalcoolique-par-jour 8814509.php,,,,,,,,,Cugnaux,France,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_14.png?raw=true,Gel Hydroalcoolique,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
126,LA RESERVE D’IMPRESSION 3D,Plateforme pour faire le lien entre les besoins de pièces imprimées (valve  etc) et les entreprises et particuliers possédant des imprimantes. Bémol: il s'agit de la plateforme d'une entreprise -ce qui n'est pas explicite-. On ne sait qui fait l'allocation  sur quels critères  qui a accès aux données  etc.,NR,,NR,,ENTREPRISE,Entreprise,https://3d.freerider-factory.fr,,,,,,,,,Lyon,France,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_14.png?raw=true,Masques  valves  etc.,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
127,Decathlon,"CAO: LINK DOWNLOAD FILES:
     Link1 - https://lnkd.in/gRteQkW
     Link2 - https://we.tl/t-fOcVdpU8Tc

MAGGIORI INFO SUL PROGETTO
https://lnkd.in/dfpnRmN
IMPOSTAZIONI DI STAMPA
Materiale: PLA
Colore: Qualsiasi
Orientamento: vedi immagini
Layer: 0.2 mm
Infill: 100%
Supporti: solo a contatto con il piano di stampa",SANTE,,DIY,MASQUE,ENTREPRISE,Entreprise,"https://www.isinnova.it/easy-covid19-eng/

https://www.linkedin.com/feed/update/urn:li:activity:6647554164790448128/?commentUrn=urn%3Ali%3Acomment%3A(activity%3A6647554164790448128%2C6647776380819914753)",,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
128,Orapi,Production de plusieurs dizaines tonnes de gel par jour pour les hopitaux,SANTE,,DIY,MASQUE,ENTREPRISE,Entreprise,https://www.lesechos.fr/pme-regions/auvergne-rhone-alpes/orapi-se-reorganise-pour-produire-massivement-des-gels-hydro-alcooliques-1187820#utm_source=le%3Alec0f&utm_medium=click&utm_campaign=share-links_twitter,,,,,,,,,Saint-Vulbas,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Gel Hydroalcoolique,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
129,Any-Shape ,Proposition d'un design de masque imprimé en PA12,SANTE,,DIY,MASQUE,ENTREPRISE,Entreprise,https://www.linkedin.com/feed/update/urn:li:activity:6647597209556660224/,,,,,,,,,,Belgique,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
